name,description,neighborhood_overview,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighborhood,neighborhood_group,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
13495,11233,1,0,7528,1,49,2,30,1.0,1.0,2,14,14,52.36575,4.94142,27,2,2,1.5,1.0,2.0,26,59.0,3,1125,0,0,0,0,0,278,6,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,1.98
15916,275,4,10,87,1,49,2,27,2.0,2.0,2,4,4,52.36424,4.89396,47,2,2,1.0,1.0,1.0,17,236.0,1,365,0,0,0,0,0,340,48,0,89.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0,2,0,2.63
10121,7698,0,7,7957,3,2,32,27,2.0,2.0,0,5,5,52.37297,4.88339,7,0,3,1.0,1.0,1.0,29,125.0,14,180,0,0,0,4,58,5,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.15
13892,12531,0,19,6452,1,49,2,75,1.0,1.0,2,5,5,52.387609999999995,4.8918800000000005,42,2,2,1.5,1.0,1.0,24,138.0,2,730,0,21,51,75,158,219,16,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,2.05
5029,609,1,25,2095,4,2,93,0,2.0,2.0,2,5,5,52.36719,4.8909199999999995,27,2,2,1.0,1.0,1.0,15,75.0,2,1825,0,28,56,82,340,336,32,2,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0,2,0,2.72
5074,15555,0,25,2095,4,2,93,0,2.0,2.0,2,5,5,52.36773,4.89151,27,2,1,1.0,1.0,1.0,17,55.0,2,730,0,30,60,86,361,481,26,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0,2,0,4.13
344,666,0,29,78,4,2,0,28,1.0,1.0,2,21,21,52.35132,4.848380000000001,7,0,4,1.0,3.0,3.0,22,219.0,3,365,0,0,0,0,0,32,0,0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.29
1046,484,0,35,77,1,49,69,31,1.0,1.0,2,5,5,52.37891,4.88321,7,0,3,1.0,1.0,1.0,28,160.0,4,35,0,0,0,0,0,89,2,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.74
12568,876,0,40,6641,2,22,23,27,0.0,0.0,2,5,5,52.375370000000004,4.88932,7,0,4,1.0,2.0,4.0,10,211.0,3,30,0,0,0,0,0,60,60,0,98.0,10.0,7.0,9.0,10.0,10.0,9.0,1,1,0,0,5.03
11001,17090,2,40,4526,2,22,57,31,10.0,10.0,2,5,5,52.38071,4.8861,7,0,3,1.5,1.0,1.0,34,115.0,7,1125,0,24,54,84,167,177,0,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,5,5,0,0,1.43
6622,11474,1,48,924,1,49,98,17,1.0,1.0,2,8,8,52.352470000000004,4.90825,7,0,2,1.0,1.0,1.0,18,150.0,3,1825,0,0,0,0,0,3,0,0,93.0,10.0,9.0,9.0,9.0,8.0,8.0,1,1,0,0,0.02
4451,470,0,49,3357,2,2,66,79,1.0,1.0,2,7,7,52.36799,4.87447,7,0,3,1.5,2.0,2.0,26,140.0,2,60,0,16,46,73,344,182,0,0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,1.48
11778,12516,3,53,6101,3,2,93,27,1.0,1.0,2,5,5,52.38028,4.89089,15,0,3,1.0,2.0,2.0,40,154.0,2,1124,0,1,1,1,1,368,23,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,3.04
10828,3204,0,54,8700,0,0,22,49,0.0,0.0,0,7,7,52.36266,4.86103,1,0,4,1.0,2.0,2.0,15,250.0,3,365,0,0,0,0,0,103,0,0,99.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,0.9
7400,14870,2,57,6760,0,13,44,49,1.0,1.0,2,2,2,52.37632,4.8397,22,0,6,1.0,3.0,3.0,14,115.0,4,15,0,1,1,1,1,17,2,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,0.22
12811,9383,0,57,4660,3,2,89,24,1.0,1.0,2,20,20,52.38201,4.87865,7,0,2,1.0,1.0,1.0,19,120.0,2,7,0,27,48,48,48,112,10,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2,2,0,0,1.15
2001,2524,0,57,1391,4,2,97,27,1.0,1.0,2,5,5,52.36841,4.88413,28,2,2,1.0,1.0,1.0,18,96.0,2,365,0,27,55,82,351,306,34,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,2.57
1026,16874,0,38,4184,1,49,83,78,1.0,1.0,2,14,14,52.37005,4.93869,27,2,2,1.5,1.0,1.0,20,75.0,2,20,0,2,2,2,2,102,6,0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,1,0,0.84
15570,7049,0,61,2725,4,2,95,17,1.0,1.0,2,8,8,52.353390000000005,4.90064,39,2,2,1.0,1.0,0.0,28,40.0,7,150,0,0,0,0,0,354,8,0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,5,2,3,0,2.94
12478,10738,0,62,4663,4,2,2,62,1.0,1.0,2,20,20,52.38905,4.8855900000000005,38,2,2,1.0,1.0,1.0,15,100.0,3,14,0,30,60,85,90,309,9,0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,1,0,2.67
9194,9802,0,61,2725,4,2,95,17,1.0,1.0,2,8,8,52.35348,4.9004900000000005,47,2,3,1.0,1.0,3.0,29,50.0,7,150,0,0,0,0,0,334,36,0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,5,2,3,0,2.93
10496,11521,2,68,556,1,49,67,43,1.0,1.0,2,4,4,52.37126,4.90351,27,2,2,1.0,1.0,1.0,12,90.0,1,365,0,0,0,0,0,179,8,0,92.0,9.0,9.0,9.0,10.0,10.0,8.0,1,0,1,0,1.53
7759,2574,1,70,1587,4,2,2,17,1.0,1.0,2,8,8,52.35386,4.89772,7,0,4,1.0,2.0,2.0,23,222.0,3,24,0,0,0,0,0,32,1,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,0.27
3369,532,0,71,1066,1,49,80,27,1.0,1.0,2,4,4,52.358959999999996,4.89726,19,0,3,1.5,1.0,1.0,29,159.0,4,30,0,0,0,0,0,59,3,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.49
8306,1636,0,72,8144,1,49,39,49,1.0,1.0,0,7,7,52.369659999999996,4.86203,27,2,2,1.0,1.0,1.0,8,65.0,2,7,0,0,0,0,192,157,1,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,1.3
1578,2091,1,72,2498,4,2,26,39,1.0,1.0,2,21,21,52.35613,4.88515,7,0,4,1.5,2.0,2.0,19,149.0,4,21,0,0,0,7,45,95,2,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.8
7248,13635,7,77,1384,4,2,94,27,4.0,4.0,2,5,5,52.36916,4.88445,47,2,4,2.0,2.0,2.0,34,151.0,3,365,0,26,56,79,346,119,16,4,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0,1,0,1.18
4588,14283,0,82,3631,3,2,2,30,1.0,1.0,2,17,17,52.36445,4.93124,7,0,2,1.5,1.0,1.0,27,124.0,3,7,0,6,6,6,168,30,3,0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.25
17415,858,0,83,8748,1,49,98,4,1.0,1.0,0,2,2,52.38459,4.85463,7,0,4,,2.0,1.0,7,750.0,30,30,0,30,60,90,365,0,0,0,,,,,,,,1,1,0,0,
10893,519,0,83,781,1,49,98,49,1.0,1.0,2,7,7,52.363479999999996,4.8678300000000005,24,0,2,1.5,1.0,1.0,20,189.0,3,30,0,0,0,0,0,103,0,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,1.19
17163,18125,0,86,1786,1,49,98,27,1.0,1.0,2,4,4,52.36225,4.902,22,0,4,2.5,3.0,6.0,24,450.0,4,1125,0,0,0,0,251,27,0,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.23
990,898,0,93,4679,1,49,2,17,3.0,3.0,2,8,8,52.35472,4.8932400000000005,7,0,2,1.0,1.0,1.0,18,106.0,2,30,0,0,0,0,0,16,0,0,94.0,10.0,10.0,10.0,9.0,10.0,9.0,2,2,0,0,0.19
13641,18244,1,94,4440,1,49,2,18,2.0,2.0,2,5,5,52.36887,4.895230000000001,27,2,2,1.5,1.0,2.0,27,45.0,30,180,0,30,60,90,142,659,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0,2,0,5.65
17819,18243,1,94,4440,1,49,2,18,2.0,2.0,2,5,5,52.3695,4.89556,27,2,2,1.5,1.0,1.0,24,98.0,3,30,0,0,0,0,0,579,2,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0,2,0,4.93
6560,18219,2,97,4628,4,2,2,31,2.0,2.0,2,5,5,52.37353,4.87691,50,1,2,1.0,1.0,1.0,19,170.0,3,365,0,0,0,0,0,154,4,0,91.0,9.0,9.0,9.0,9.0,10.0,8.0,1,0,0,0,1.34
1889,2478,1,96,4563,4,2,90,1,1.0,1.0,0,13,13,52.41433,4.92014,41,2,2,1.5,1.0,1.0,17,40.0,1,15,0,0,0,7,7,108,12,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,1.94
4293,3549,0,105,4516,2,2,94,39,2.0,2.0,2,21,21,52.35935,4.87672,7,0,4,3.0,2.0,0.0,28,220.0,5,1125,0,0,0,7,282,62,0,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.53
7824,971,1,109,8354,3,30,96,30,3.0,3.0,2,17,17,52.36482,4.92762,27,2,3,1.0,1.0,2.0,27,105.0,3,90,0,0,0,0,0,254,25,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,3,1,2,0,2.22
6066,11385,1,109,8354,3,30,96,30,3.0,3.0,2,17,17,52.36551,4.92848,27,2,2,1.0,1.0,1.0,20,70.0,3,100,0,0,0,0,0,324,27,0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,3,1,2,0,2.84
13658,951,0,110,8090,1,49,98,49,2.0,2.0,0,7,7,52.36145,4.8769599999999995,27,2,2,1.0,1.0,1.0,25,115.0,4,30,0,27,57,87,362,33,0,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0,2,0,0.3
17758,13372,0,110,8090,1,49,98,49,2.0,2.0,0,7,7,52.36342,4.87558,47,2,2,1.0,1.0,2.0,27,115.0,4,31,0,1,1,1,1,16,0,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0,2,0,0.14
18229,18158,2,113,8768,1,49,2,62,1.0,1.0,2,20,20,52.389340000000004,4.89089,50,1,4,1.0,2.0,2.0,26,165.0,3,90,0,0,0,0,0,64,7,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0,0,1.22
16691,12691,0,118,937,1,49,95,27,3.0,3.0,2,5,5,52.37876,4.89264,47,2,1,1.5,1.0,1.0,22,109.0,2,1125,0,0,0,0,0,218,14,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0,2,0,1.87
16731,11705,2,39,4363,4,2,97,31,1.0,1.0,2,5,5,52.370259999999995,4.8800300000000005,16,0,4,1.0,,2.0,27,102.14,2,28,0,24,54,78,341,856,57,2,89.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,7.55
3585,12427,0,121,8324,4,22,49,0,2.0,2.0,2,5,5,52.37307,4.89343,7,0,4,1.0,1.0,2.0,17,249.0,3,365,0,29,59,81,356,131,1,0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,2,2,0,0,1.13
4143,3295,0,124,97,3,32,35,17,1.0,1.0,2,8,8,52.356320000000004,4.88921,7,0,2,1.0,,1.0,9,101.0,2,7,0,0,0,0,0,157,5,0,94.0,9.0,9.0,9.0,9.0,10.0,9.0,1,1,0,0,1.36
2907,2456,2,125,3950,3,2,2,49,30.0,30.0,2,7,7,52.36521,4.85136,50,1,2,1.0,1.0,1.0,30,127.0,3,60,0,0,0,0,250,94,8,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,5,3,1,0,0.83
12990,17838,3,136,4508,2,2,2,17,1.0,1.0,0,8,8,52.35774,4.89647,29,2,2,1.5,1.0,1.0,32,95.0,1,18,0,0,0,0,0,44,15,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,1,0,0.39
6937,11750,0,140,4452,3,2,88,43,1.0,1.0,0,4,4,52.3727,4.90776,28,2,2,1.5,1.0,2.0,25,52.0,1,365,0,30,60,71,71,197,41,0,86.0,9.0,10.0,10.0,10.0,10.0,9.0,3,0,3,0,2.85
2318,11181,0,44,75,4,2,95,60,2.0,2.0,2,18,18,52.3491,4.83611,28,2,2,1.0,1.0,2.0,14,65.0,2,8,0,30,60,90,357,196,19,0,91.0,10.0,10.0,10.0,10.0,9.0,9.0,2,0,2,0,1.74
678,14538,0,63,3319,1,49,2,45,1.0,1.0,2,4,4,52.37007,4.9196,7,0,2,1.0,1.0,1.0,20,150.0,2,365,0,19,46,69,320,37,4,0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1,1,0,0,0.33
1237,8807,0,150,7289,1,49,98,49,1.0,1.0,0,7,7,52.36083,4.856669999999999,7,0,4,1.0,1.0,2.0,10,100.0,5,30,0,0,0,0,0,3,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.07
17854,18245,2,147,1443,4,2,2,27,2.0,2.0,2,5,5,52.36571,4.88464,38,2,2,1.0,1.0,0.0,27,57.0,4,120,0,0,0,0,0,397,31,2,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0,2,0,3.82
13791,1873,1,156,4215,4,2,2,4,2.0,2.0,2,2,2,52.38193,4.85541,7,0,4,1.0,1.0,1.0,13,99.0,2,21,0,0,0,0,0,151,0,0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3,1,2,0,1.35
9192,820,0,162,845,1,49,98,17,1.0,1.0,2,8,8,52.35517,4.88969,27,2,2,1.0,1.0,1.0,6,80.0,2,730,0,0,0,0,0,29,0,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0.26
7299,15281,4,167,7762,1,49,49,17,1.0,1.0,2,8,8,52.353609999999996,4.90562,47,2,4,2.5,3.0,3.0,32,200.0,3,360,0,0,0,13,158,97,3,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,1,0,0.91
8772,9810,0,168,97,1,49,98,50,0.0,0.0,2,21,21,52.34751,4.84963,24,0,3,1.0,1.0,1.0,8,165.0,2,1125,0,0,0,0,0,28,0,0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,1,1,0,0,0.26
18070,454,0,171,1718,1,49,20,30,2.0,2.0,2,14,14,52.36461,4.9389199999999995,7,0,3,1.0,2.0,2.0,16,145.0,4,30,0,0,0,0,0,86,1,0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,2,1,1,0,0.76
3672,7878,0,178,7127,1,49,98,49,1.0,1.0,2,7,7,52.3686,4.86487,27,2,2,1.0,1.0,1.0,6,37.0,2,7,0,0,0,0,0,4,0,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0.17
1417,530,0,183,2337,1,49,0,30,1.0,1.0,0,17,17,52.36528,4.9301,7,0,2,1.0,1.0,1.0,6,150.0,7,15,0,0,0,0,0,21,0,0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.19
11485,12518,1,188,2227,3,2,39,49,1.0,1.0,2,7,7,52.36368,4.85506,7,0,2,1.0,1.0,1.0,29,147.0,3,21,0,30,60,82,357,56,2,1,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1,1,0,0,0.6
1240,663,1,190,6161,2,2,48,49,1.0,1.0,2,7,7,52.37336,4.85754,7,0,4,2.0,3.0,4.0,27,112.0,2,5,0,0,0,0,0,41,4,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.55
14228,382,0,118,937,1,49,95,27,3.0,3.0,2,5,5,52.37956,4.8935900000000006,47,2,2,1.5,1.0,1.0,18,118.0,2,1124,0,0,0,0,0,256,4,0,91.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0,2,0,2.33
4252,4553,1,192,4194,1,49,62,31,1.0,1.0,2,5,5,52.38172,4.8831,12,0,2,1.0,1.0,1.0,25,157.0,7,13,0,0,0,17,114,22,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.2
15088,11053,0,194,97,1,49,98,49,1.0,1.0,0,7,7,52.36916,4.86643,7,0,3,1.0,2.0,3.0,27,120.0,3,5,0,0,0,0,0,103,0,0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.92
1910,17466,3,195,1394,1,49,72,39,0.0,0.0,2,21,21,52.3559,4.87919,7,0,4,1.5,3.0,2.0,24,249.0,2,1125,0,0,0,0,0,5,5,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.55
12938,13337,0,195,8102,1,49,31,49,1.0,1.0,0,7,7,52.36339,4.854019999999999,7,0,6,1.0,3.0,3.0,30,97.0,4,20,0,1,1,1,1,48,0,0,96.0,9.0,9.0,10.0,10.0,9.0,9.0,1,1,0,0,0.43
5370,1985,5,196,1518,1,49,2,74,1.0,1.0,0,4,4,52.36208,4.9101,7,0,2,1.0,1.0,1.0,13,168.0,2,31,0,0,0,0,0,139,0,0,86.0,8.0,7.0,8.0,8.0,9.0,7.0,1,1,0,0,1.24
4056,12379,0,9,8038,3,2,85,49,1.0,1.0,2,7,7,52.35964,4.86713,7,0,4,1.0,1.0,2.0,32,200.0,2,30,0,28,58,84,351,102,1,0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,0,0,0.93
1915,16499,1,201,4474,3,30,2,54,2.0,2.0,2,8,8,52.34332,4.89484,7,0,3,1.5,2.0,2.0,34,245.0,21,100,0,1,1,1,1,27,1,0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,2,1,0,0,0.24
4249,566,0,205,4418,1,49,98,79,1.0,1.0,0,16,16,52.38624,4.90067,7,0,2,1.0,2.0,2.0,11,125.0,30,365,0,0,0,0,0,15,0,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.14
4767,8773,0,211,3500,2,27,72,49,2.0,2.0,0,7,7,52.36824,4.85321,27,2,2,1.0,1.0,1.0,29,48.0,1,1125,0,0,0,0,0,366,20,1,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,3.29
11123,8082,2,212,8214,4,2,2,0,1.0,1.0,2,5,5,52.37433,4.892469999999999,28,2,4,1.0,1.0,3.0,29,113.0,2,365,0,1,2,3,90,186,14,1,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,1.68
13057,14710,0,215,6147,4,2,2,27,2.0,2.0,2,4,4,52.36057,4.89671,44,2,2,1.0,1.0,1.0,29,73.0,3,31,0,30,60,83,173,598,39,2,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,5.41
16848,1274,2,221,8301,1,49,2,75,1.0,1.0,0,5,5,52.38393,4.89237,7,0,2,1.5,1.0,1.0,7,129.0,3,1125,0,0,0,0,0,41,2,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.37
724,16294,0,223,7134,1,49,98,49,1.0,1.0,2,20,20,52.38351,4.87573,7,0,3,1.0,1.0,2.0,15,99.0,5,30,0,0,0,8,283,42,0,0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.38
15903,5675,1,147,8753,2,2,44,49,1.0,1.0,2,7,7,52.35931,4.86111,7,0,2,1.5,1.0,5.0,24,71.0,5,30,0,9,39,69,110,41,3,0,86.0,8.0,9.0,9.0,10.0,9.0,8.0,1,1,0,0,0.37
2945,17994,1,226,2397,1,49,98,64,1.0,1.0,2,21,21,52.34744,4.86886,7,0,4,1.5,3.0,4.0,22,284.0,3,60,0,0,0,0,0,24,0,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.22
4217,5153,1,228,5987,1,49,98,49,1.0,1.0,2,7,7,52.36889,4.8642900000000004,7,0,2,1.0,1.0,1.0,7,99.0,1,730,0,0,0,0,0,2,0,0,90.0,10.0,10.0,10.0,10.0,9.0,8.0,1,1,0,0,0.03
15375,10350,1,207,3392,2,2,62,49,1.0,1.0,2,7,7,52.36895,4.86452,7,0,4,1.5,2.0,3.0,35,246.0,3,365,0,0,0,7,282,20,2,0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,0.19
1009,16932,1,155,2138,1,49,0,28,1.0,1.0,2,21,21,52.35165,4.8465300000000004,7,0,2,1.0,1.0,1.0,31,151.0,2,30,0,0,0,0,0,41,0,0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.37
9003,6926,1,238,6719,3,2,70,18,1.0,1.0,0,5,5,52.37169,4.89446,27,2,3,1.0,1.0,2.0,23,99.0,3,50,0,23,44,69,248,168,9,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,1.54
16685,5679,0,240,6850,3,2,39,51,3.0,3.0,2,8,8,52.33762,4.8936,7,0,4,1.5,2.0,3.0,41,157.0,3,60,0,29,44,74,349,15,0,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2,0,0,0.2
16323,492,0,242,422,3,2,2,0,2.0,2.0,0,5,5,52.36891,4.8897,38,2,2,1.0,1.0,1.0,17,245.0,2,760,0,21,51,81,342,10,5,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0.1
5813,17635,1,246,2008,4,2,2,79,1.0,1.0,2,7,7,52.3611,4.8589400000000005,7,0,2,1.5,1.0,1.0,29,119.0,3,14,0,0,0,12,12,130,4,0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,1.19
10944,16803,4,251,3090,3,2,22,49,1.0,1.0,2,7,7,52.35957,4.86589,7,0,4,1.0,1.0,2.0,30,135.0,4,1125,0,0,0,0,0,95,3,0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,0,0,0.86
8910,2846,3,254,1537,1,49,98,31,1.0,1.0,2,5,5,52.37591,4.87807,12,0,4,1.0,2.0,2.0,17,125.0,14,60,0,0,0,0,0,16,0,0,91.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.15
14412,15795,0,227,4633,4,2,2,27,2.0,2.0,2,5,5,52.367909999999995,4.88809,38,2,4,1.5,2.0,3.0,36,110.0,2,180,0,19,49,79,298,103,25,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,1.0
2937,10588,0,269,446,1,49,83,49,1.0,1.0,2,7,7,52.36707,4.873480000000001,27,2,2,1.5,1.0,0.0,28,128.0,2,365,0,0,0,0,0,343,7,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,3.16
11639,840,0,273,4889,1,49,62,30,1.0,1.0,2,14,14,52.3661,4.93299,7,0,2,1.0,1.0,1.0,7,79.0,4,50,0,0,0,0,0,110,5,0,92.0,10.0,10.0,9.0,10.0,9.0,9.0,1,1,0,0,1.49
835,879,0,274,2784,1,49,44,43,1.0,1.0,2,4,4,52.369609999999994,4.90982,18,0,4,2.0,2.0,2.0,8,385.0,4,30,0,8,8,15,290,11,2,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.1
16754,17899,0,277,1853,1,49,91,74,1.0,1.0,0,4,4,52.365970000000004,4.90801,28,2,2,1.0,1.0,1.0,27,149.0,2,21,0,24,54,67,322,81,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,1.23
841,5702,1,278,3710,1,49,55,31,1.0,1.0,2,5,5,52.37131,4.88206,7,0,2,1.5,1.0,1.0,16,296.0,3,30,0,0,0,0,0,49,2,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.54
17908,13169,1,280,8128,3,2,88,50,2.0,2.0,2,8,8,52.34426,4.88722,27,2,4,1.0,2.0,2.0,26,155.0,2,365,0,29,57,87,353,90,26,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0,2,0,0.87
4031,721,0,282,7834,2,2,0,49,1.0,1.0,2,7,7,52.35941,4.85995,7,0,5,2.0,4.0,6.0,24,250.0,5,30,0,0,0,0,0,7,0,0,91.0,9.0,9.0,9.0,10.0,9.0,9.0,1,1,0,0,0.08
4401,3579,1,287,1426,1,49,2,28,1.0,1.0,2,21,21,52.35519,4.85117,27,2,2,1.0,1.0,1.0,19,88.0,3,30,0,0,0,0,0,119,0,0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,1,0,1.15
13440,725,0,291,4372,1,49,0,49,1.0,1.0,2,7,7,52.360479999999995,4.86345,7,0,2,1.5,1.0,1.0,19,85.0,2,21,0,0,0,0,0,22,0,0,94.0,10.0,9.0,10.0,9.0,9.0,9.0,1,1,0,0,0.2
13578,17961,1,297,6083,3,2,95,4,1.0,1.0,2,2,2,52.37745,4.85994,27,2,2,1.0,1.0,1.0,34,52.0,3,30,0,6,28,47,47,220,16,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,2.16
10970,16379,2,299,2004,1,49,98,64,1.0,1.0,2,21,21,52.34633,4.85629,7,0,2,1.0,1.0,1.0,20,145.0,5,30,0,0,0,0,0,6,0,0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.1
6742,9105,1,301,1686,1,49,0,4,1.0,1.0,2,2,2,52.379540000000006,4.85426,12,0,2,1.0,1.0,1.0,16,125.0,2,15,0,29,59,89,89,43,0,0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.4
2529,4497,0,301,1997,1,49,2,27,1.0,1.0,2,4,4,52.36427,4.88523,7,0,4,1.0,2.0,2.0,9,207.0,3,40,0,16,16,24,204,35,0,0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.34
18132,815,0,304,8720,1,49,98,49,2.0,2.0,2,7,7,52.3583,4.85909,7,0,2,1.0,1.0,1.0,9,125.0,4,760,0,0,0,0,0,20,0,0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,2,2,0,0,0.2
17775,6297,0,309,88,1,49,98,50,1.0,1.0,2,21,21,52.35017,4.85255,7,0,3,1.5,2.0,3.0,8,116.0,10,365,0,0,0,0,0,3,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.03
486,12921,0,305,8201,4,2,79,39,1.0,1.0,2,21,21,52.35353,4.87514,7,0,12,1.5,5.0,12.0,35,650.0,2,90,0,30,60,90,270,109,5,0,90.0,9.0,9.0,10.0,10.0,10.0,8.0,1,1,0,0,1.05
11016,11374,4,311,3394,4,2,96,31,9.0,9.0,0,5,5,52.38057,4.88565,7,0,4,1.0,2.0,3.0,26,228.0,7,180,0,0,0,0,0,50,5,0,85.0,9.0,9.0,9.0,9.0,10.0,9.0,3,3,0,0,0.47
