name,description,neighborhood_overview,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighborhood,neighborhood_group,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2150,3977,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.280479999999997,114.18293,23,2,1,1.0,1.0,1.0,2,290.0,31,1125,0,30,60,90,365,1,0,0,60.0,6.0,4.0,10.0,10.0,10.0,6.0,287,19,260,8,0.02
3751,769,1,300,448,4,1,35,74,1.0,1.0,2,1,1,22.290860000000002,114.19673999999999,5,0,4,1.0,1.0,2.0,22,750.0,3,365,0,0,0,20,110,100,2,0,89.0,9.0,9.0,10.0,9.0,10.0,9.0,1,1,0,0,1.32
6653,4939,0,278,890,1,56,67,10,1.0,1.0,2,14,14,22.28213,114.18435,24,2,2,1.0,1.0,1.0,10,679.0,3,30,0,30,60,90,365,6,0,0,84.0,9.0,8.0,8.0,10.0,10.0,9.0,1,0,1,0,0.08
1980,1686,0,302,604,4,1,1,107,1.0,1.0,0,16,16,22.32133,114.16476000000002,13,0,2,1.0,,1.0,21,360.0,2,30,0,18,18,18,18,388,40,2,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,5.18
3033,1737,0,168,483,2,23,1,66,13.0,13.0,2,16,16,22.31666,114.1706,23,2,2,1.0,,1.0,17,193.0,2,11,0,30,47,47,47,10,0,0,82.0,10.0,9.0,10.0,9.0,10.0,8.0,12,0,12,0,0.14
6839,2642,0,116,873,0,0,1,92,2.0,2.0,0,9,9,22.33659,114.15847,23,2,3,1.0,1.0,2.0,9,350.0,2,60,0,30,60,90,365,22,1,0,88.0,9.0,8.0,9.0,10.0,9.0,9.0,3,1,2,0,0.35
3037,1737,0,168,483,2,23,1,66,13.0,13.0,2,16,16,22.316689999999998,114.16932,23,2,3,1.0,,2.0,16,237.0,2,11,0,30,47,47,47,93,0,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,12,0,12,0,1.26
898,869,0,325,539,0,0,67,74,3.0,3.0,2,1,1,22.29099,114.19645,23,2,2,1.0,1.0,1.0,18,788.0,28,60,0,28,58,88,88,1,0,0,100.0,10.0,6.0,10.0,10.0,10.0,10.0,2,0,2,0,0.04
4154,1408,2,339,659,3,1,39,99,1.0,1.0,0,0,0,22.28635,114.14566,23,2,1,1.0,1.0,0.0,26,650.0,1,7,0,29,59,89,364,170,5,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,2.29
6103,3495,3,263,680,4,1,52,66,3.0,3.0,2,16,16,22.299220000000002,114.17351000000001,5,0,8,1.0,3.0,4.0,27,632.0,2,1125,0,1,25,55,330,203,13,0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2,2,0,0,3.44
3043,1737,0,168,483,2,23,1,66,13.0,13.0,2,16,16,22.31617,114.16856999999999,23,2,2,1.0,,2.0,16,193.0,2,11,0,30,47,47,47,56,2,0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,12,0,12,0,0.78
3038,1737,0,168,483,2,23,1,66,13.0,13.0,2,16,16,22.3158,114.16893999999999,23,2,3,1.0,,2.0,17,237.0,2,11,0,30,47,47,47,47,0,0,94.0,9.0,9.0,10.0,9.0,10.0,9.0,12,0,12,0,0.63
2872,1502,0,340,870,1,56,67,138,1.0,1.0,0,16,16,22.295939999999998,114.17476,5,0,2,1.0,1.0,2.0,10,929.0,1,1125,0,28,58,88,363,2,0,0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.03
450,3052,0,292,890,3,1,1,66,6.0,6.0,0,16,16,22.312620000000003,114.16965,5,0,13,2.0,3.0,7.0,11,1800.0,1,1125,0,0,0,0,207,118,6,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,6,6,0,0,1.77
1158,1718,0,292,890,3,1,1,66,6.0,6.0,0,16,16,22.31302,114.17161000000002,5,0,12,2.0,4.0,6.0,9,1800.0,1,1125,0,0,0,0,207,165,3,0,88.0,10.0,9.0,10.0,10.0,10.0,10.0,6,6,0,0,2.2
1159,3051,0,292,890,3,1,1,66,6.0,6.0,0,16,16,22.31176,114.17177,5,0,13,2.0,3.0,7.0,8,1800.0,1,1125,0,0,0,0,207,99,1,0,88.0,9.0,9.0,10.0,10.0,10.0,9.0,6,6,0,0,1.45
548,3043,1,292,890,3,1,1,66,6.0,6.0,0,16,16,22.31351,114.16966000000001,5,0,12,2.0,4.0,0.0,12,1800.0,1,1125,0,0,0,0,207,73,0,0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,6,6,0,0,0.97
1423,3632,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.27911,114.18006000000001,23,2,1,1.0,1.0,1.0,3,193.0,31,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3622,3392,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.31898,114.17203,23,2,1,1.0,1.0,1.0,4,180.0,30,180,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
4082,2713,0,129,502,3,52,44,66,266.0,266.0,0,1,1,22.288610000000002,114.19949,23,2,1,1.0,1.0,1.0,4,150.0,31,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
281,2378,0,344,761,2,28,1,66,7.0,7.0,2,16,16,22.30754,114.17183999999999,23,2,2,1.0,1.0,2.0,9,380.0,2,1125,0,30,60,90,180,118,0,0,91.0,10.0,9.0,10.0,9.0,10.0,10.0,7,0,7,0,1.71
4138,1356,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28076,114.15061999999999,23,2,1,1.0,1.0,1.0,4,183.0,31,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
4111,830,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.2872,114.14986999999999,23,2,2,1.0,1.0,1.0,5,181.0,31,1125,0,13,43,73,348,0,0,0,,,,,,,,287,19,260,8,
3400,3174,0,219,266,0,0,67,66,2.0,2.0,2,16,16,22.31812,114.17128999999998,7,0,6,1.0,2.0,3.0,24,869.0,1,90,0,30,60,90,90,63,0,0,85.0,9.0,8.0,9.0,10.0,10.0,9.0,2,2,0,0,0.86
3686,829,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.2792,114.17468000000001,23,2,1,1.0,1.0,1.0,5,150.0,30,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
4640,1311,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28155,114.15462,23,2,2,1.0,1.0,1.0,1,225.0,31,1125,0,29,59,89,364,0,0,0,,,,,,,,287,19,260,8,
3978,2411,0,129,502,3,52,44,66,266.0,266.0,0,1,1,22.29025,114.20893000000001,23,2,1,1.0,1.0,1.0,3,267.0,31,180,0,30,60,90,365,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,287,19,260,8,0.01
1220,2280,2,329,136,4,1,1,65,1.0,1.0,2,0,0,22.27945,114.15076,5,0,2,1.0,,1.0,30,1725.0,28,150,0,30,58,83,358,140,4,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,1.89
5017,133,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.28569,114.19112,23,2,1,1.0,1.0,1.0,7,148.0,30,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
5522,3647,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28368,114.1304,5,0,1,1.0,1.0,1.0,5,181.0,31,1125,0,29,59,89,364,0,0,0,,,,,,,,287,19,260,8,
5338,2707,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.3095,114.17093999999999,23,2,2,1.0,1.0,1.0,5,164.0,31,1125,0,30,60,90,365,1,0,0,60.0,6.0,8.0,6.0,8.0,4.0,8.0,287,19,260,8,0.01
2961,4083,1,302,217,4,1,48,81,18.0,18.0,2,8,8,22.38403,114.18768999999999,34,2,1,1.0,1.0,1.0,34,500.0,3,365,0,30,60,90,365,42,0,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,15,4,11,0,0.61
2960,4077,1,302,217,4,1,48,81,18.0,18.0,2,8,8,22.383570000000002,114.1868,34,2,1,1.0,1.0,1.0,34,450.0,7,365,0,30,60,90,365,12,0,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,15,4,11,0,0.17
2959,4074,1,302,217,4,1,48,81,18.0,18.0,2,8,8,22.38402,114.18699,34,2,1,1.0,1.0,1.0,35,300.0,7,365,0,18,48,78,353,38,0,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,15,4,11,0,0.52
4424,1372,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.287129999999998,114.14925,23,2,1,1.0,1.0,1.0,2,230.0,29,1125,0,29,59,89,364,0,0,0,,,,,,,,287,19,260,8,
2598,3895,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.276,114.18215,23,2,1,1.0,1.0,1.0,4,167.0,30,180,0,30,60,90,365,1,0,0,40.0,6.0,4.0,2.0,4.0,6.0,6.0,287,19,260,8,0.02
2548,2772,0,129,502,3,52,44,66,266.0,266.0,0,1,1,22.290229999999998,114.20046,23,2,1,1.0,1.0,1.0,4,289.0,30,180,0,30,60,90,365,1,0,0,80.0,10.0,6.0,10.0,10.0,10.0,6.0,287,19,260,8,0.02
917,3312,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.27894,114.17152,23,2,1,1.0,1.0,1.0,5,267.0,30,180,0,29,59,89,364,0,0,0,,,,,,,,287,19,260,8,
5523,2409,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.3133,114.17065,23,2,1,1.0,1.0,1.0,2,100.0,31,180,0,0,0,22,297,1,0,0,80.0,8.0,8.0,8.0,8.0,10.0,8.0,287,19,260,8,0.02
142,316,0,35,212,2,49,59,129,4.0,4.0,2,14,14,22.27749,114.1726,5,0,8,2.0,3.0,4.0,18,1112.0,5,1100,0,2,2,23,23,274,15,0,90.0,9.0,9.0,9.0,10.0,10.0,9.0,4,4,0,0,3.73
1572,3036,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28045,114.15218,23,2,2,1.0,1.0,1.0,3,263.0,30,180,0,30,60,90,365,1,0,0,60.0,8.0,4.0,6.0,4.0,10.0,6.0,287,19,260,8,0.02
3630,1074,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.28303,114.19266999999999,23,2,1,1.0,1.0,1.0,7,190.0,30,180,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
5231,3896,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28183,114.14943000000001,23,2,2,1.0,1.0,1.0,4,294.0,31,1125,0,30,60,90,365,1,0,0,80.0,6.0,8.0,10.0,10.0,10.0,8.0,287,19,260,8,0.01
5290,4135,2,353,884,0,0,67,138,4.0,4.0,2,16,16,22.305220000000002,114.17188,51,2,2,1.0,1.0,2.0,13,464.0,1,1125,0,30,60,90,365,22,0,0,87.0,9.0,8.0,10.0,10.0,10.0,9.0,6,0,6,0,0.31
3733,831,0,129,502,3,52,44,66,266.0,266.0,0,1,1,22.2905,114.20071999999999,23,2,1,1.0,1.0,1.0,2,160.0,31,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3697,134,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28679,114.14716999999999,23,2,1,1.0,1.0,1.0,5,134.0,30,180,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3524,17,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.305889999999998,114.16691999999999,51,2,3,1.0,,2.0,18,400.0,1,1125,0,0,0,0,80,34,2,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,14,0,14,0,0.48
2348,3272,0,169,655,1,56,28,36,0.0,0.0,2,3,3,22.31095,114.18788,5,0,2,1.0,1.0,1.0,10,657.0,1,999,0,30,60,90,365,23,0,0,83.0,9.0,8.0,9.0,9.0,9.0,8.0,4,4,0,0,0.32
786,1418,0,360,890,0,0,1,10,2.0,2.0,2,14,14,22.2808,114.18343999999999,5,0,6,1.5,2.0,2.0,15,2000.0,7,1125,0,0,23,53,53,187,4,0,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1,1,0,0,2.62
1967,2927,0,94,654,1,56,0,74,8.0,8.0,0,1,1,22.292270000000002,114.1979,5,0,2,1.0,,1.0,22,380.0,30,60,0,0,0,0,0,101,0,0,85.0,9.0,9.0,9.0,10.0,9.0,9.0,1,1,0,0,1.4
4747,1141,0,366,48,1,56,67,11,1.0,1.0,2,0,0,22.28024,114.15602,23,2,1,1.0,1.0,1.0,7,1000.0,1,1125,0,28,58,88,363,0,0,0,,,,,,,,1,0,1,0,
3036,1737,0,168,483,2,23,1,66,13.0,13.0,2,16,16,22.31567,114.16873999999999,23,2,4,1.0,,2.0,18,281.0,2,11,0,30,47,47,47,58,1,0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,12,0,12,0,0.82
3787,2714,0,368,798,0,0,67,124,1.0,1.0,2,16,16,22.30275,114.17509,23,2,2,1.0,1.0,1.0,17,459.0,2,1125,0,30,60,90,90,97,0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,1.33
2445,19,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.307,114.1662,51,2,3,1.0,1.0,2.0,21,814.0,1,1125,0,0,0,22,112,304,1,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0,14,0,4.26
3076,1202,0,66,807,4,1,1,138,5.0,5.0,2,2,2,22.23027,114.11393999999999,5,0,3,1.0,,1.0,30,550.0,2,1125,0,12,31,45,214,129,42,8,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,1.82
4252,4085,0,302,217,4,1,48,81,18.0,18.0,2,7,7,22.29371,114.26857,23,2,2,1.0,1.0,1.0,39,380.0,3,365,0,0,0,0,0,10,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,4,11,0,0.14
5294,1048,0,342,97,2,1,18,138,1.0,1.0,2,3,3,22.30315,114.18597,5,0,4,1.0,2.0,2.0,17,853.0,1,1125,0,29,59,89,364,150,1,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,2.11
6236,4983,0,298,890,0,4,0,138,9.0,9.0,0,16,16,22.317629999999998,114.17005,5,0,7,1.0,2.0,2.0,6,972.0,1,1125,0,30,60,90,365,4,0,0,93.0,10.0,9.0,8.0,10.0,10.0,9.0,9,9,0,0,0.06
6908,1183,0,375,823,0,0,0,66,12.0,12.0,2,16,16,22.309,114.17173000000001,56,3,10,2.0,1.0,10.0,12,170.0,1,1125,0,30,60,90,180,239,0,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0,4,8,3.3
1046,582,0,267,553,4,1,1,74,1.0,1.0,2,1,1,22.29322,114.20237,7,0,4,1.0,2.0,2.0,42,2800.0,28,1125,0,29,59,89,364,5,1,0,96.0,10.0,9.0,10.0,10.0,10.0,8.0,1,1,0,0,0.17
3444,1240,0,247,890,3,1,32,138,2.0,2.0,2,0,0,22.28067,114.15521000000001,5,0,2,1.0,1.0,1.0,15,1157.0,2,1125,0,28,58,88,363,59,8,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2,2,0,0,0.82
2354,3755,0,376,890,1,56,51,124,8.0,8.0,2,16,16,22.2976,114.17181000000001,22,2,2,1.0,1.0,1.0,15,680.0,1,1124,0,30,60,90,180,73,3,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,9,0,9,0,1.05
420,3716,0,336,656,3,52,48,107,13.0,13.0,2,16,16,22.307389999999998,114.16701,5,0,4,1.0,1.0,2.0,27,451.0,2,1125,0,0,19,49,316,186,19,1,90.0,9.0,9.0,10.0,10.0,9.0,9.0,6,6,0,0,3.0
667,3700,0,336,656,3,52,48,107,13.0,13.0,2,16,16,22.3076,114.16736999999999,5,0,8,1.0,3.0,4.0,26,663.0,2,1125,0,4,15,45,320,193,21,0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,6,6,0,0,3.11
1882,2328,0,65,722,3,1,57,138,1.0,1.0,2,7,7,22.38839,114.26626999999999,5,0,3,1.0,2.0,2.0,29,1631.0,2,1125,0,2,6,16,277,101,50,7,94.0,9.0,9.0,10.0,10.0,10.0,8.0,1,1,0,0,1.4
490,1954,3,239,613,4,50,49,85,9.0,9.0,2,0,0,22.288339999999998,114.14222,5,0,2,1.0,,1.0,21,360.0,5,300,0,24,54,84,264,35,6,1,91.0,9.0,9.0,10.0,10.0,10.0,9.0,8,8,0,0,0.54
2426,3117,0,58,335,2,23,1,66,5.0,5.0,2,16,16,22.31926,114.17,51,2,3,1.0,1.0,2.0,17,264.0,1,1125,0,0,0,0,53,219,5,0,95.0,9.0,10.0,10.0,10.0,10.0,10.0,5,0,5,0,3.06
2427,3116,0,58,335,2,23,1,66,5.0,5.0,2,16,16,22.32018,114.17119,51,2,2,1.0,1.0,2.0,8,279.0,1,1125,0,0,0,0,53,133,1,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0,5,0,1.88
2428,3115,0,58,335,2,23,1,66,5.0,5.0,2,16,16,22.318720000000003,114.17171,51,2,3,1.0,1.0,2.0,8,279.0,1,1125,0,0,0,0,53,143,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0,5,0,2.0
2430,3114,0,58,335,2,23,1,66,5.0,5.0,2,16,16,22.31871,114.16968,23,2,4,1.0,1.0,3.0,10,330.0,1,1125,0,0,0,1,55,108,0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0,5,0,1.51
2429,3113,0,58,335,2,23,1,66,5.0,5.0,2,16,16,22.32017,114.17136,23,2,4,1.0,1.0,3.0,8,327.0,1,1125,0,0,0,0,53,108,0,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0,5,0,1.57
5262,606,2,135,465,4,1,47,129,6.0,6.0,2,14,14,22.27711,114.17374,5,0,4,1.0,2.0,2.0,31,547.0,10,60,0,23,23,23,23,82,1,0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,2,2,0,0,1.21
1273,121,0,224,890,0,2,0,138,2.0,2.0,0,0,0,22.27848,114.15308999999999,5,0,2,1.0,1.0,1.0,15,900.0,2,28,0,11,41,71,71,4,0,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.09
2565,3124,0,16,865,4,1,59,66,7.0,7.0,2,16,16,22.32532,114.16433,53,1,1,3.0,1.0,5.0,19,140.0,3,1125,0,0,0,0,0,174,4,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0,2,1,2.42
5235,2706,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.27739,114.17267,23,2,1,1.0,1.0,1.0,4,167.0,30,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3049,3146,0,16,865,4,1,59,66,7.0,7.0,2,16,16,22.32532,114.16433,67,3,5,3.5,1.0,1.0,20,250.0,2,1125,0,0,0,0,0,64,1,0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,6,0,2,1,0.91
1885,4156,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.307579999999998,114.16778000000001,51,2,2,1.0,1.0,1.0,21,579.0,1,1125,0,10,40,67,157,472,30,0,96.0,10.0,9.0,10.0,10.0,9.0,10.0,14,0,14,0,6.62
2124,14,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.305979999999998,114.1657,51,2,2,1.0,1.0,1.0,22,657.0,1,180,0,0,0,22,112,335,1,0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,14,0,14,0,4.69
4299,884,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28719,114.14386,23,2,1,1.0,1.0,1.0,5,217.0,30,1125,0,0,0,0,0,0,0,0,,,,,,,,287,19,260,8,
2085,3949,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.280739999999998,114.15631,23,2,2,1.0,1.0,1.0,5,217.0,29,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
4594,2876,1,389,890,0,0,0,11,1.0,1.0,2,0,0,22.278270000000003,114.15446999999999,5,0,2,2.0,1.0,2.0,9,1500.0,1,1125,0,23,53,83,358,1,0,0,80.0,6.0,8.0,10.0,6.0,10.0,10.0,1,1,0,0,0.01
4410,4141,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28651,114.15083999999999,23,2,2,1.0,1.0,1.0,1,300.0,29,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3638,4035,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.28686,114.14979,23,2,1,1.0,1.0,1.0,4,263.0,30,180,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
1884,4155,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.30679,114.16658999999999,51,2,2,1.0,1.0,1.0,20,579.0,1,1125,0,0,0,22,112,283,4,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0,14,0,3.97
2173,4170,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.30773,114.16564,51,2,2,1.0,1.0,2.0,17,657.0,1,180,0,0,0,0,22,349,0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0,14,0,4.9
5141,16,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.30679,114.16658999999999,51,2,2,1.0,,2.0,23,634.0,1,1125,0,0,0,22,112,378,4,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0,14,0,5.3
6445,5027,0,211,950,2,23,42,66,11.0,11.0,2,16,16,22.31233,114.17105,28,2,3,1.0,1.0,2.0,11,474.0,5,1125,0,30,60,90,365,0,0,0,,,,,,,,12,11,1,0,
6012,5028,0,211,950,2,23,42,66,11.0,11.0,2,16,16,22.31233,114.17105,5,0,2,1.0,1.0,1.0,16,486.0,3,1000,0,30,60,90,365,38,0,0,88.0,9.0,9.0,9.0,10.0,10.0,9.0,12,11,1,0,0.56
4527,4157,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.30591,114.16725,51,2,1,1.0,1.0,1.0,21,579.0,1,90,0,14,44,74,164,372,6,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0,14,0,5.23
2418,41,0,99,1,2,27,15,124,18.0,18.0,2,16,16,22.308410000000002,114.16773,5,0,3,1.0,1.0,1.0,17,480.0,2,1125,0,0,24,54,54,33,1,1,94.0,9.0,9.0,10.0,10.0,10.0,9.0,18,17,1,0,0.48
2990,3161,0,393,41,2,19,67,66,17.0,17.0,0,16,16,22.319879999999998,114.1706,23,2,3,1.0,1.0,2.0,9,349.0,1,1125,0,30,60,90,365,124,0,0,89.0,9.0,9.0,10.0,9.0,10.0,9.0,11,0,11,0,1.76
732,3620,0,99,1,2,27,15,124,18.0,18.0,2,16,16,22.30305,114.17711000000001,5,0,3,1.0,1.0,2.0,15,579.0,2,10000,0,30,60,90,90,30,0,0,83.0,8.0,9.0,9.0,9.0,9.0,9.0,18,17,1,0,0.43
5059,20,0,356,218,4,1,66,107,11.0,11.0,0,16,16,22.30742,114.1673,51,2,3,1.0,1.0,2.0,21,814.0,1,180,0,0,0,22,112,241,1,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,14,0,14,0,3.43
2989,3162,0,393,41,2,19,67,66,17.0,17.0,0,16,16,22.3199,114.17053,23,2,2,1.0,1.0,1.0,10,269.0,1,1125,0,30,60,90,365,51,0,0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,11,0,11,0,0.72
776,1719,1,380,160,3,1,47,120,10.0,10.0,2,3,3,22.31904,114.1885,23,2,12,2.0,1.0,6.0,22,1500.0,1,1125,0,0,18,46,321,13,0,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0,1,9,0.18
2986,3781,0,393,41,2,19,67,66,17.0,17.0,0,16,16,22.32002,114.17056000000001,23,2,3,1.0,1.0,2.0,10,289.0,1,1125,0,30,60,90,365,88,0,0,86.0,9.0,9.0,9.0,9.0,10.0,9.0,11,0,11,0,1.24
476,3031,0,380,160,3,1,47,120,10.0,10.0,2,3,3,22.32076,114.18753999999998,67,3,1,2.0,1.0,10.0,18,150.0,1,1125,0,30,60,90,365,82,0,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0,1,9,1.16
477,3031,0,380,160,3,1,47,120,10.0,10.0,2,3,3,22.31929,114.18836999999999,67,3,1,2.0,1.0,10.0,18,150.0,1,1125,0,30,60,90,365,44,1,0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0,1,9,0.62
1307,1358,0,397,890,1,56,67,40,1.0,1.0,0,16,16,22.30663,114.16906999999999,23,2,2,1.0,1.0,2.0,6,290.0,30,210,0,28,58,88,88,0,0,0,,,,,,,,1,0,1,0,
3396,3566,0,393,41,2,19,67,66,17.0,17.0,0,16,16,22.319879999999998,114.17053,23,2,2,1.0,1.0,2.0,10,279.0,1,1125,0,30,60,90,365,54,0,0,83.0,9.0,8.0,9.0,9.0,9.0,9.0,11,0,11,0,0.76
292,3031,0,380,160,3,1,47,120,10.0,10.0,2,3,3,22.31922,114.18865,67,3,1,2.0,1.0,10.0,18,150.0,1,1125,0,0,0,0,0,150,0,0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0,1,9,2.12
293,3031,0,380,160,3,1,47,120,10.0,10.0,2,3,3,22.32038,114.18826999999999,67,3,1,2.0,1.0,10.0,18,150.0,1,1125,0,30,60,90,365,103,3,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0,1,9,1.45
2987,3782,0,393,41,2,19,67,66,17.0,17.0,0,16,16,22.319860000000002,114.17053,23,2,4,1.0,1.0,3.0,7,399.0,1,1125,0,30,60,90,365,100,0,0,88.0,9.0,9.0,9.0,9.0,10.0,9.0,11,0,11,0,1.43
693,3031,0,380,160,3,1,47,120,10.0,10.0,2,3,3,22.32086,114.18883000000001,67,3,1,2.0,1.0,8.0,18,170.0,1,1125,0,0,30,60,335,26,0,0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,10,0,1,9,0.39
6547,5029,0,211,950,2,23,42,66,11.0,11.0,2,16,16,22.31233,114.17105,7,0,2,1.0,1.0,1.0,10,274.0,3,1125,0,29,59,89,364,9,0,0,73.0,7.0,8.0,8.0,8.0,9.0,7.0,12,11,1,0,0.13
5486,3321,0,198,877,2,1,67,138,1.0,1.0,2,0,0,22.27903,114.15393,5,0,3,1.5,1.0,1.0,7,3000.0,7,1125,0,27,57,87,87,0,0,0,,,,,,,,1,1,0,0,
3394,3566,4,393,41,2,19,67,66,17.0,17.0,0,16,16,22.3199,114.17055,23,2,2,1.0,1.0,2.0,10,279.0,1,1125,0,30,60,90,365,54,0,0,83.0,9.0,9.0,9.0,9.0,10.0,9.0,11,0,11,0,0.76
4198,1183,0,375,823,0,0,0,66,12.0,12.0,2,16,16,22.309,114.17217,67,3,10,2.0,1.0,10.0,10,170.0,1,1125,0,30,60,90,180,76,0,0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,12,0,4,8,1.07
4199,1183,0,375,823,0,0,0,66,12.0,12.0,2,16,16,22.30839,114.17178,67,3,10,2.0,1.0,10.0,10,170.0,1,1125,0,30,60,90,365,189,0,0,94.0,9.0,10.0,10.0,10.0,10.0,10.0,12,0,4,8,2.67
