name,description,neighborhood_overview,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighborhood,neighborhood_group,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1140,768,2,3,610,3,1,20,99,2.0,2.0,2,0,0,22.283520000000003,114.15018,5,0,3,1.0,1.0,2.0,28,1185.0,3,365,0,15,45,75,165,134,1,0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,1.13
4570,1938,0,6,571,3,53,1,99,12.0,12.0,2,0,0,22.28398,114.14838999999999,5,0,3,1.0,,2.0,6,403.0,14,365,0,0,2,2,2,229,1,0,89.0,8.0,9.0,9.0,9.0,10.0,9.0,13,9,4,0,1.95
1520,1935,0,6,571,3,53,1,99,12.0,12.0,2,0,0,22.28407,114.1557,5,0,6,1.0,2.0,3.0,9,690.0,2,365,0,13,43,73,348,272,7,0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,13,9,4,0,2.39
2362,507,0,13,876,0,0,67,65,0.0,0.0,2,0,0,22.282220000000002,114.14833999999999,5,0,2,1.5,1.0,1.0,5,2574.0,1,365,0,30,60,90,365,14,0,0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.12
2420,2413,2,6,571,3,53,1,99,12.0,12.0,2,0,0,22.28868,114.14493999999999,5,0,6,1.0,2.0,3.0,10,772.0,2,365,0,0,0,0,0,210,38,2,93.0,10.0,10.0,10.0,10.0,10.0,10.0,13,9,4,0,3.14
4582,1407,0,6,571,3,53,1,99,12.0,12.0,2,0,0,22.28651,114.14873999999999,5,0,6,1.0,2.0,3.0,15,690.0,2,365,0,30,60,90,365,223,6,0,86.0,9.0,9.0,10.0,9.0,10.0,9.0,13,9,4,0,2.0
4581,1406,0,6,571,3,53,1,99,12.0,12.0,2,0,0,22.286939999999998,114.14855,5,0,6,1.0,2.0,3.0,15,612.0,2,365,0,25,55,85,360,231,11,0,86.0,9.0,10.0,10.0,10.0,10.0,9.0,13,9,4,0,2.06
2057,2780,0,24,754,2,1,67,66,1.0,1.0,2,16,16,22.309829999999998,114.16911,23,2,2,1.0,1.0,1.0,11,700.0,1,365,0,30,60,90,365,17,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0.16
1265,2503,0,29,276,4,1,24,99,1.0,1.0,2,0,0,22.28291,114.15137,5,0,2,1.0,1.0,1.0,23,745.0,1,60,0,0,0,0,171,163,6,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,1.49
815,485,0,36,328,4,1,61,129,1.0,1.0,0,14,14,22.27928,114.17124,5,0,4,1.0,2.0,3.0,20,1008.0,7,1125,0,30,60,90,282,241,4,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,2.23
1126,654,0,37,450,3,38,51,17,8.0,8.0,2,17,17,22.46592,113.98207,5,0,6,2.0,3.0,3.0,32,952.0,4,365,0,0,0,0,0,40,25,0,97.0,9.0,8.0,9.0,9.0,9.0,9.0,4,4,0,0,2.71
2909,467,0,43,227,1,56,67,99,2.0,2.0,2,0,0,22.282220000000002,114.15448,5,0,2,,1.0,1.0,7,1103.0,30,30,0,30,60,90,365,20,0,0,98.0,10.0,10.0,9.0,10.0,10.0,10.0,1,1,0,0,0.19
1289,1104,0,48,357,1,56,67,124,3.0,3.0,2,16,16,22.29701,114.17138,9,0,5,1.0,1.0,3.0,18,550.0,1,1125,0,0,0,0,5,221,0,0,91.0,10.0,10.0,10.0,10.0,10.0,9.0,3,3,0,0,2.91
1049,218,0,62,327,3,1,25,85,2.0,2.0,2,0,0,22.28753,114.14308,7,0,3,2.0,2.0,2.0,16,1379.0,3,1125,0,0,11,41,316,21,1,0,83.0,8.0,8.0,9.0,8.0,9.0,9.0,1,1,0,0,0.21
1867,465,0,68,226,2,23,1,107,1.0,1.0,2,16,16,22.32193,114.16213,5,0,3,1.0,2.0,2.0,11,535.0,4,15,0,30,60,90,365,60,0,0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1,1,0,0,0.61
1006,472,0,37,450,3,38,51,17,8.0,8.0,2,10,10,22.219720000000002,114.209,5,0,2,1.0,1.0,1.0,21,720.0,3,365,0,0,17,47,322,29,8,0,84.0,9.0,9.0,9.0,9.0,10.0,9.0,4,4,0,0,0.38
2606,2661,0,24,883,3,1,1,65,1.0,1.0,2,0,0,22.28341,114.14738,5,0,4,1.0,1.0,2.0,28,850.0,1,365,0,0,19,49,324,204,13,0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,2.0
2685,1937,2,19,611,4,1,1,85,3.0,3.0,2,0,0,22.28505,114.14211,5,0,2,1.0,1.0,1.0,12,557.0,2,1125,0,29,59,89,364,186,7,0,91.0,9.0,10.0,10.0,10.0,10.0,9.0,3,3,0,0,1.87
2851,497,0,72,507,4,1,1,120,1.0,1.0,0,3,3,22.31188,114.18773999999999,23,2,1,1.0,1.0,1.0,14,250.0,2,30,0,29,59,89,364,232,1,0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,2.3
3277,2166,3,73,107,4,1,1,129,64.0,64.0,2,14,14,22.27825,114.17698999999999,57,3,8,3.0,1.0,8.0,23,115.0,1,1125,0,30,60,90,365,113,1,0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,45,0,4,40,1.16
3278,2166,3,73,107,4,1,1,129,64.0,64.0,2,14,14,22.27825,114.17698999999999,57,3,8,2.0,1.0,8.0,23,115.0,1,1125,0,0,0,0,0,210,26,0,92.0,10.0,9.0,10.0,10.0,9.0,10.0,45,0,4,40,4.45
3279,2166,3,73,107,4,1,1,129,64.0,64.0,2,14,14,22.27825,114.17698999999999,57,3,8,3.0,1.0,8.0,23,115.0,1,1125,0,30,60,90,365,45,1,0,82.0,8.0,8.0,9.0,9.0,9.0,9.0,45,0,4,40,0.73
3280,2166,3,73,107,4,1,1,129,64.0,64.0,2,14,14,22.27825,114.17698999999999,57,3,8,2.0,1.0,8.0,23,115.0,1,1125,0,30,60,90,365,25,0,0,89.0,9.0,9.0,10.0,9.0,10.0,9.0,45,0,4,40,0.41
3285,2166,3,73,107,4,1,1,129,64.0,64.0,2,14,14,22.27825,114.17698999999999,57,3,8,3.0,1.0,8.0,23,115.0,1,1125,0,30,60,90,365,163,1,0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,45,0,4,40,1.62
3286,2166,3,73,107,4,1,1,129,64.0,64.0,2,14,14,22.27825,114.17698999999999,57,3,8,3.0,1.0,8.0,23,115.0,1,1125,0,30,60,90,365,28,0,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,45,0,4,40,0.28
2670,525,0,73,368,4,1,49,10,4.0,4.0,0,14,14,22.279139999999998,114.18472,5,0,1,1.5,1.0,0.0,11,420.0,90,1125,0,0,0,0,0,5,1,0,90.0,8.0,10.0,10.0,9.0,9.0,9.0,3,3,0,0,0.05
3357,2535,0,75,354,4,1,65,110,4.0,4.0,2,2,2,22.25386,113.86401000000001,50,1,5,1.0,1.0,4.0,15,1753.0,1,30,0,22,51,57,57,10,2,1,94.0,10.0,10.0,10.0,10.0,9.0,8.0,4,0,0,0,0.15
1300,1111,0,48,357,1,56,67,124,3.0,3.0,2,16,16,22.298460000000002,114.17233,5,0,5,1.0,1.0,2.0,17,450.0,1,1125,0,0,0,0,5,298,2,0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,3,3,0,0,2.99
4661,2053,1,78,118,1,56,67,10,8.0,8.0,0,14,14,22.28124,114.18418,23,2,3,1.0,1.0,2.0,11,350.0,28,360,0,30,60,90,365,3,0,0,80.0,9.0,7.0,9.0,7.0,9.0,9.0,12,0,11,1,0.03
2143,491,0,75,354,4,1,65,110,4.0,4.0,2,2,2,22.25592,113.86183,50,1,3,1.0,1.0,1.0,14,1204.0,1,30,0,19,44,50,50,28,3,1,94.0,9.0,9.0,9.0,9.0,9.0,8.0,4,0,0,0,0.36
4688,1650,0,75,354,4,1,65,110,4.0,4.0,2,2,2,22.25437,113.86371000000001,50,1,3,1.0,1.0,2.0,16,865.0,1,7,0,15,39,47,47,17,2,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,4,0,0,0,0.2
4,2531,0,75,354,4,1,65,110,4.0,4.0,2,2,2,22.254089999999998,113.86228999999999,50,1,2,1.0,1.0,1.0,15,610.0,1,1125,0,20,49,57,57,65,8,1,90.0,9.0,9.0,9.0,9.0,9.0,9.0,4,0,0,0,0.75
641,1105,0,12,544,4,1,60,138,5.0,5.0,0,2,2,22.30631,114.00862,5,0,12,2.0,3.0,5.0,32,1200.0,7,1125,0,0,1,29,119,173,12,1,87.0,9.0,8.0,10.0,9.0,9.0,9.0,1,1,0,0,1.74
1101,486,0,83,497,1,56,67,129,1.0,1.0,0,14,14,22.27811,114.17353999999999,5,0,10,1.0,3.0,1.0,6,1000.0,180,1125,0,30,60,90,365,19,0,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,0.19
2056,3125,0,16,865,4,1,59,66,7.0,7.0,2,16,16,22.32532,114.16433,53,1,1,2.5,1.0,1.0,21,236.0,1,1125,0,0,0,0,0,147,3,0,92.0,10.0,9.0,10.0,10.0,9.0,10.0,6,0,2,1,1.49
2058,537,0,16,865,4,1,59,66,7.0,7.0,2,16,16,22.32532,114.16433,33,2,2,3.0,1.0,1.0,12,280.0,3,1125,0,0,0,0,0,37,1,0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,6,0,2,1,0.37
1637,2843,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.31128,114.16836,23,2,3,1.5,1.0,1.0,8,329.0,1,10000,0,30,60,90,365,107,0,0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,10,1,9,0,1.09
1638,2844,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.31008,114.17026000000001,23,2,3,1.5,1.0,1.0,8,364.0,1,1125,0,30,60,90,365,152,1,0,88.0,9.0,9.0,10.0,10.0,10.0,9.0,10,1,9,0,1.55
1639,2846,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.309420000000003,114.1685,54,2,3,1.5,1.0,1.0,17,329.0,1,2000,0,30,60,90,365,141,1,0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,10,1,9,0,1.44
1640,2845,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.31145,114.16845,23,2,3,1.5,1.0,1.0,9,329.0,1,1125,0,30,60,90,365,140,1,0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,10,1,9,0,1.44
1641,2842,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.31082,114.17003000000001,23,2,2,1.5,1.0,1.0,8,329.0,1,1125,0,30,60,90,365,210,1,0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,10,1,9,0,2.13
4403,3960,0,92,594,1,56,67,138,1.0,1.0,0,17,17,22.43497,114.00188,63,3,3,2.0,1.0,2.0,29,250.0,28,120,0,30,60,90,365,0,0,0,,,,,,,,1,0,0,1,
2690,1632,0,38,460,3,25,61,129,5.0,5.0,2,14,14,22.27904,114.17083999999998,5,0,11,3.0,4.0,7.0,14,1977.0,3,1125,0,0,0,0,0,255,6,0,87.0,9.0,9.0,10.0,10.0,10.0,9.0,3,3,0,0,2.65
5009,502,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.305989999999998,114.1712,23,2,2,1.5,1.0,1.0,5,349.0,1,2000,0,30,60,90,365,30,0,0,85.0,8.0,9.0,9.0,9.0,9.0,9.0,10,1,9,0,0.31
5142,514,0,97,475,1,56,1,66,4.0,4.0,2,16,16,22.31692,114.1699,23,2,5,1.0,1.0,2.0,16,300.0,28,365,0,30,60,90,365,9,0,0,83.0,8.0,8.0,9.0,9.0,9.0,7.0,3,0,3,0,0.09
1647,503,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.307570000000002,114.17138999999999,23,2,3,1.5,1.0,1.0,5,500.0,1,1125,0,30,60,90,365,20,0,0,83.0,8.0,8.0,9.0,9.0,9.0,8.0,10,1,9,0,0.2
1648,502,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.30761,114.17112,23,2,5,1.5,1.0,1.0,5,464.0,1,1125,0,30,60,90,365,24,0,0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,10,1,9,0,0.25
5010,2841,0,86,554,3,36,14,66,9.0,9.0,2,16,16,22.306179999999998,114.17221,23,2,4,1.5,1.0,1.0,10,479.0,1,1125,0,0,0,0,0,22,0,0,84.0,8.0,9.0,9.0,9.0,9.0,8.0,10,1,9,0,0.23
2257,516,0,97,475,1,56,1,66,4.0,4.0,2,16,16,22.318270000000002,114.16853,23,2,2,1.0,1.0,1.0,17,396.0,28,365,0,23,53,83,358,15,0,0,89.0,9.0,8.0,9.0,10.0,10.0,9.0,3,0,3,0,0.16
3933,515,0,97,475,1,56,1,66,4.0,4.0,2,16,16,22.31642,114.17003000000001,23,2,1,1.0,1.0,1.0,16,291.0,28,365,0,30,60,90,365,44,2,0,85.0,9.0,8.0,9.0,9.0,9.0,9.0,3,0,3,0,0.46
4529,4022,0,105,485,2,28,35,138,2.0,2.0,2,6,6,22.50262,114.13418,23,2,1,1.0,1.0,1.0,14,350.0,2,365,0,23,53,83,358,39,0,0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2,0,2,0,0.4
2889,1065,0,46,817,1,56,67,103,1.0,1.0,2,10,10,22.23011,114.21856000000001,5,0,7,2.0,3.0,6.0,13,5038.0,90,1124,0,0,0,1,8,5,0,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.05
5198,495,0,106,736,1,56,67,74,0.0,0.0,0,14,14,22.28151,114.19153,5,0,3,0.5,1.0,2.0,5,559.0,1,7,0,30,60,90,365,3,0,0,85.0,8.0,5.0,10.0,9.0,10.0,8.0,1,1,0,0,0.03
1921,2832,0,106,549,1,56,67,40,8.0,8.0,0,16,16,22.30564,114.17183999999999,23,2,2,1.0,1.0,1.0,8,328.0,1,90,0,30,60,90,365,198,0,0,84.0,8.0,9.0,9.0,9.0,9.0,9.0,8,0,8,0,2.09
3371,539,0,1,400,0,0,0,99,2.0,2.0,2,0,0,22.284270000000003,114.1486,5,0,3,1.0,1.0,2.0,5,850.0,1,1125,0,30,60,90,365,0,0,0,,,,,,,,2,2,0,0,
2827,1444,0,49,24,0,0,1,129,1.0,1.0,2,14,14,22.28067,114.17878,5,0,4,1.0,2.0,3.0,19,1349.0,2,90,0,0,0,22,297,328,0,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,3.4
542,512,0,109,88,2,21,9,138,2.0,2.0,2,0,0,22.28346,114.13046999999999,7,0,3,1.0,2.0,2.0,21,720.0,60,365,0,0,14,44,319,28,0,0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,1,0,0,0.29
4290,968,1,56,468,3,1,1,101,1.0,1.0,2,0,0,22.28,114.15218,5,0,2,1.0,,2.0,26,1024.0,3,365,0,0,0,0,54,26,5,0,94.0,10.0,9.0,9.0,10.0,10.0,9.0,1,1,0,0,0.29
1661,521,0,37,450,3,38,51,17,8.0,8.0,2,0,0,22.28325,114.13123999999999,5,0,4,1.0,1.0,2.0,28,913.0,2,730,0,14,44,74,349,13,3,1,93.0,9.0,9.0,9.0,10.0,9.0,9.0,4,4,0,0,0.14
2706,3264,0,116,873,0,0,1,92,2.0,2.0,0,9,9,22.33455,114.15992,5,0,10,1.0,2.0,3.0,9,866.0,3,99,0,0,0,0,0,71,0,0,90.0,10.0,9.0,10.0,9.0,9.0,9.0,3,1,2,0,0.75
6456,4236,0,117,538,1,56,67,124,1.0,1.0,2,13,13,22.37285,113.98745,1,0,3,0.0,,1.0,1,279.0,30,1125,0,23,53,83,83,0,0,0,,,,,,,,1,1,0,0,
3957,42,0,99,1,2,27,15,124,18.0,18.0,2,16,16,22.30209,114.17608,15,0,4,1.0,1.0,1.0,17,557.0,28,1125,0,30,60,90,180,92,0,0,90.0,9.0,9.0,9.0,9.0,10.0,8.0,18,17,1,0,0.96
118,3,0,109,593,1,56,67,40,7.0,7.0,0,16,16,22.3072,114.17008999999999,57,3,1,2.0,1.0,1.0,7,129.0,28,1125,0,30,60,90,365,173,0,0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,7,0,1,6,2.02
119,4,0,109,593,1,56,67,40,7.0,7.0,0,16,16,22.305529999999997,114.17201999999999,57,3,1,2.0,1.0,1.0,7,129.0,28,1125,0,0,0,0,0,132,0,0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,7,0,1,6,1.46
1911,480,0,118,869,1,56,0,129,1.0,1.0,2,14,14,22.27541,114.1707,5,0,3,1.0,1.0,2.0,14,792.0,1,1125,0,0,0,22,297,27,0,0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.28
2994,3610,1,121,623,2,36,35,85,1.0,1.0,2,0,0,22.286379999999998,114.14055,5,0,3,1.0,2.0,2.0,22,620.0,3,1125,0,0,0,0,177,128,8,0,90.0,10.0,8.0,10.0,10.0,10.0,9.0,1,1,0,0,1.37
5414,523,0,82,411,1,56,67,129,2.0,2.0,0,14,14,22.27666,114.17116999999999,28,2,1,1.0,1.0,1.0,9,400.0,30,90,0,30,60,90,365,1,0,0,94.0,10.0,10.0,10.0,10.0,10.0,8.0,2,0,2,0,0.01
5615,1654,1,124,14,1,56,60,10,1.0,1.0,2,14,14,22.27994,114.18966,23,2,2,1.0,1.0,1.0,31,302.0,2,1125,0,0,0,0,21,501,12,0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,5.27
4395,483,0,125,537,3,1,50,129,12.0,12.0,2,14,14,22.27139,114.1756,68,3,1,1.0,1.0,1.0,23,600.0,1,10,0,30,60,90,365,11,0,0,91.0,8.0,9.0,10.0,10.0,9.0,8.0,10,8,1,1,0.12
5155,449,0,127,189,3,1,67,65,2.0,2.0,2,0,0,22.28351,114.1412,5,0,4,1.0,2.0,2.0,15,1163.0,45,1125,0,29,59,89,179,0,0,0,,,,,,,,5,5,0,0,
5157,528,0,127,189,3,1,67,65,2.0,2.0,2,0,0,22.28294,114.14097,5,0,4,1.5,2.0,2.0,6,1124.0,30,90,0,27,57,87,177,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,5,0,0,0.03
3997,98,2,99,1,2,27,15,124,18.0,18.0,2,16,16,22.30246,114.17543,5,0,3,1.0,1.0,2.0,12,509.0,30,1125,0,30,60,90,365,34,0,0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,18,17,1,0,0.36
4741,2934,0,129,502,3,52,44,66,266.0,266.0,0,3,3,22.32611,114.17727,23,2,1,1.0,1.0,1.0,4,217.0,30,730,0,29,59,89,364,2,0,0,80.0,8.0,9.0,9.0,8.0,8.0,10.0,287,19,260,8,0.02
306,1401,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.31335,114.16989,5,0,2,,1.0,1.0,5,197.0,30,730,0,30,60,90,365,1,0,0,100.0,6.0,10.0,10.0,10.0,8.0,8.0,287,19,260,8,0.01
2691,488,0,130,261,2,19,58,138,2.0,2.0,0,17,17,22.44056,114.07318000000001,23,2,2,1.0,1.0,0.0,31,181.0,4,1125,0,23,53,83,173,55,2,0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,1,0,0.62
5096,3048,5,116,267,3,1,1,124,3.0,3.0,0,16,16,22.29636,114.1734,5,0,4,1.0,2.0,2.0,25,1180.0,28,90,0,0,0,0,0,295,6,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3,3,0,0,3.14
214,540,0,127,189,3,1,67,65,2.0,2.0,2,0,0,22.28431,114.14587,7,0,2,1.0,1.0,1.0,14,1163.0,45,1125,0,27,57,87,177,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,5,0,0,0.02
1180,841,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.31267,114.16908000000001,23,2,1,,1.0,1.0,6,167.0,30,730,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
2675,2891,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.311220000000002,114.17053,23,2,1,,1.0,1.0,5,256.0,29,1125,0,29,59,89,364,1,0,0,,,,,,,,287,19,260,8,0.01
5097,3047,0,116,267,3,1,1,124,3.0,3.0,0,16,16,22.29636,114.1734,5,0,4,1.0,2.0,2.0,27,1180.0,28,90,0,0,0,0,0,338,8,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,3,3,0,0,3.61
3692,2402,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.3131,114.16861000000002,23,2,1,1.0,1.0,1.0,3,101.0,14,730,0,21,21,51,326,2,0,0,90.0,10.0,7.0,10.0,10.0,9.0,8.0,287,19,260,8,0.02
5261,704,2,135,465,4,1,47,129,6.0,6.0,2,14,14,22.2751,114.17343000000001,5,0,1,1.0,,1.0,23,293.0,15,90,0,11,41,71,78,264,4,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2,2,0,0,3.52
1671,579,2,136,603,3,1,1,66,10.0,10.0,0,16,16,22.325789999999998,114.16701,5,0,8,1.0,3.0,4.0,33,1071.0,28,360,0,0,0,0,0,353,0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3,3,0,0,3.86
2870,475,0,142,144,2,30,0,99,1.0,1.0,0,0,0,22.28666,114.14629,5,0,2,1.0,1.0,1.0,4,840.0,2,1125,0,0,0,0,0,36,0,0,92.0,9.0,9.0,9.0,10.0,10.0,9.0,1,1,0,0,0.39
896,2066,1,78,118,1,56,67,10,8.0,8.0,0,14,14,22.280910000000002,114.18477,23,2,2,1.0,1.0,1.0,11,200.0,28,360,0,30,60,90,365,1,0,0,80.0,10.0,8.0,10.0,10.0,10.0,8.0,12,0,11,1,0.02
1277,464,0,141,608,3,1,52,11,4.0,4.0,2,0,0,22.28289,114.15293,5,0,3,1.0,,2.0,18,448.0,3,350,0,7,32,62,70,142,7,2,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2,2,0,0,1.54
5546,456,0,1,400,0,0,0,99,2.0,2.0,2,0,0,22.28455,114.15527,5,0,2,1.0,,1.0,7,5243.0,9,1125,0,29,59,89,89,59,0,0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,2,2,0,0,0.66
3695,1041,0,129,502,3,52,44,66,266.0,266.0,0,10,10,22.242160000000002,114.18914,23,2,2,1.0,1.0,0.0,8,300.0,30,730,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
834,2681,2,132,95,4,1,1,124,16.0,16.0,2,16,16,22.29796,114.17181000000001,67,3,1,8.0,1.0,1.0,16,160.0,1,1125,0,30,60,90,161,110,0,0,89.0,9.0,8.0,9.0,9.0,10.0,9.0,10,1,2,5,1.2
2416,1668,0,129,502,3,52,44,66,266.0,266.0,0,0,0,22.2861,114.15099,23,2,1,1.0,1.0,1.0,3,247.0,30,1125,0,30,60,90,365,2,0,0,70.0,7.0,7.0,10.0,9.0,10.0,6.0,287,19,260,8,0.03
915,489,0,50,595,1,56,67,99,1.0,1.0,0,0,0,22.28671,114.15093,23,2,1,1.0,1.0,1.0,6,600.0,1,30,0,30,60,90,365,66,0,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0.72
3146,101,0,101,67,4,1,62,138,1.0,1.0,0,2,2,22.241889999999998,113.9801,5,0,4,1.0,1.0,1.0,19,590.0,1,120,0,9,24,49,49,154,15,3,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,1.87
4150,3687,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.27863,114.18213999999999,23,2,1,1.0,1.0,1.0,5,193.0,30,1125,0,30,60,90,365,1,0,0,100.0,6.0,8.0,8.0,8.0,10.0,10.0,287,19,260,8,0.01
4306,542,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.27832,114.17161000000002,23,2,1,,1.0,1.0,3,184.0,31,365,0,30,60,90,365,1,0,0,40.0,,,,4.0,8.0,6.0,287,19,260,8,0.02
6849,4338,0,151,890,1,56,67,66,1.0,1.0,0,16,16,22.32086,114.16956,23,2,2,1.0,1.0,2.0,1,543.0,14,1125,0,30,60,90,365,0,0,0,,,,,,,,1,0,1,0,
5251,482,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.27882,114.17138999999999,23,2,2,1.0,1.0,1.0,4,260.0,30,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
1009,2463,2,132,95,4,1,1,124,16.0,16.0,2,16,16,22.29826,114.17071000000001,5,0,6,1.0,1.0,0.0,18,757.0,1,1125,0,0,0,0,0,122,6,0,82.0,9.0,8.0,9.0,9.0,9.0,9.0,10,1,2,5,1.52
3644,453,0,129,502,3,52,44,66,266.0,266.0,0,1,1,22.28875,114.19436,23,2,1,,1.0,,6,193.0,30,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3842,2105,0,136,603,3,1,1,66,10.0,10.0,0,16,16,22.3194,114.17246000000002,5,0,12,2.0,4.0,4.0,28,1800.0,28,360,0,0,0,0,207,358,3,0,93.0,9.0,9.0,9.0,10.0,10.0,9.0,3,3,0,0,4.1
4213,2917,0,127,189,3,1,67,65,2.0,2.0,2,0,0,22.28527,114.14093000000001,5,0,2,1.0,,1.0,19,891.0,30,365,0,23,53,83,173,1,0,0,,,,,,,,5,5,0,0,0.02
4240,2887,0,159,476,4,1,1,138,1.0,1.0,2,0,0,22.282410000000002,114.15347,5,0,2,1.0,1.0,1.0,24,455.0,1,30,0,14,22,52,327,389,23,1,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,4.27
1287,458,0,162,622,2,1,42,65,1.0,1.0,2,0,0,22.28516,114.14496000000001,5,0,4,1.0,2.0,3.0,13,1200.0,1,1125,0,0,23,53,328,20,3,0,91.0,9.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.22
1389,1801,0,129,502,3,52,44,66,266.0,266.0,0,14,14,22.277929999999998,114.18228,23,2,1,1.0,1.0,1.0,5,197.0,29,1125,0,29,59,89,364,0,0,0,,,,,,,,287,19,260,8,
886,3520,3,129,502,3,52,44,66,266.0,266.0,0,0,0,22.2818,114.15118000000001,23,2,1,1.0,1.0,1.0,7,245.0,30,365,0,0,0,0,0,1,0,0,,10.0,10.0,10.0,10.0,10.0,10.0,287,19,260,8,0.01
205,451,0,129,502,3,52,44,66,266.0,266.0,0,16,16,22.297629999999998,114.17465,23,2,1,,1.0,1.0,7,197.0,60,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
3183,213,0,166,124,2,1,56,10,14.0,14.0,0,14,14,22.28119,114.18387,5,0,2,1.0,,1.0,22,818.0,60,365,0,30,60,90,365,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,13,13,0,0,0.02
2023,25,0,18,100,3,1,1,85,1.0,1.0,2,0,0,22.28622,114.1372,7,0,2,1.0,1.0,1.0,28,585.0,2,365,0,10,20,34,309,117,12,0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1,0,0,2.15
3490,969,3,129,502,3,52,44,66,266.0,266.0,0,0,0,22.2811,114.1542,23,2,1,,1.0,1.0,6,776.0,30,1125,0,30,60,90,365,0,0,0,,,,,,,,287,19,260,8,
